114;1520;9.900000;269;small
115;1688;9.900000;1223;small
116;1168;9.900000;1288;small
117;1407;9.900000;1573;small
118;1929;9.900000;325;small
119;2102;9.900000;1375;small
120;1390;9.900000;369;small
121;1953;9.900000;1034;small
122;1185;9.900000;848;small
123;1587;9.900000;1195;small
124;838;9.900000;757;small
125;1859;9.900000;902;small
126;1288;9.900000;1406;small
127;1945;9.900000;836;small
128;1663;9.900000;1368;small
129;1257;9.900000;702;small
130;1056;9.900000;1399;small
131;2041;9.900000;1357;small
132;1958;9.900000;575;small
133;1570;9.900000;333;small
134;1089;9.900000;1325;small
135;1802;9.900000;1514;small
136;1284;9.900000;1479;small
137;1811;9.900000;1264;small
138;1366;9.900000;721;small
139;1780;9.900000;736;small
140;1445;9.900000;546;small
141;1543;9.900000;135;small
142;2096;9.900000;195;small
143;3575;9.900000;353;small
144;3411;9.900000;433;small
145;3766;9.900000;210;small
146;3373;9.900000;348;small
147;3679;9.900000;378;small
148;3528;9.900000;315;small
149;3308;9.900000;276;small
150;3510;9.900000;439;small
151;3907;9.900000;263;small
152;3895;9.900000;360;small
153;3628;9.900000;261;small
154;3897;9.900000;252;small
155;3641;9.900000;457;small
156;3916;9.900000;280;small
157;3245;9.900000;336;small
158;2209;9.900000;281;small
159;4148;9.900000;1290;small
160;4651;9.900000;1102;small
161;4220;9.900000;1616;small
162;4139;9.900000;879;small
163;3982;9.900000;1342;small
164;3590;9.900000;1413;small
165;4730;9.900000;1637;small
166;4039;9.900000;1924;small
167;4339;9.900000;1084;small
168;4523;9.900000;1432;small
169;4340;9.900000;1413;small
170;4086;9.900000;1208;small
171;3711;9.900000;1053;small
172;4380;9.900000;1941;small
173;3799;9.900000;1482;small
174;4492;9.900000;1158;small
175;3999;9.900000;1430;small
176;4382;9.900000;1617;small
177;3866;9.900000;1774;small
178;3884;9.900000;600;small
179;4194;9.900000;567;small
180;3860;9.900000;847;small
181;4067;9.900000;973;small
182;3598;9.900000;1225;small
183;3950;9.900000;1866;small
184;3800;9.900000;919;small
185;3976;9.900000;1738;small
186;3877;9.900000;1192;small
187;4186;9.900000;1795;small
188;4444;9.900000;1649;small
189;3752;9.900000;904;small
190;4237;9.900000;1767;small
191;3754;9.900000;766;small
192;4091;9.900000;1608;small
193;4641;9.900000;1621;small
194;4145;9.900000;808;small
195;4562;9.900000;1626;small
196;4819;9.900000;1118;small
197;3731;9.900000;1508;small
198;3801;9.900000;1592;small
199;3987;9.900000;1150;small
200;4675;9.900000;1356;small
201;4216;9.900000;1268;small
202;4222;9.900000;1571;small
203;4338;9.900000;1354;small
204;4181;9.900000;1135;small
205;3745;9.900000;1243;small
206;4012;9.900000;1224;small
207;4059;9.900000;804;small
208;4318;9.900000;950;small
209;4291;9.900000;1632;small
210;3825;9.900000;595;small
211;4530;9.900000;1090;small
212;4117;9.900000;907;small
213;4483;9.900000;1334;small
214;4511;9.900000;1016;small
215;4594;9.900000;1692;small
216;3983;9.900000;821;small
217;3910;9.900000;692;small
218;4350;9.900000;993;small
219;3991;9.900000;1739;small
220;4463;9.900000;1539;small
221;4400;9.900000;1333;small
222;4570;9.900000;1110;small
223;3734;9.900000;1710;small
224;4493;9.900000;1755;small
225;4264;9.900000;1513;small
226;4497;9.900000;1888;small
227;3997;9.900000;799;small
228;4240;9.900000;1836;small
229;3659;9.900000;1085;small
230;4630;9.900000;1271;small
231;4080;9.900000;1421;small
232;4072;9.900000;948;small
233;4589;9.900000;1744;small
234;3828;9.900000;1235;small
235;4387;9.900000;1140;small
236;3676;9.900000;848;small
237;4050;9.900000;1486;small
238;3975;9.900000;1850;small
239;3779;9.900000;1220;small
240;3621;9.900000;1277;small
241;3982;9.900000;1962;small
242;4093;9.900000;1812;small
243;3876;9.900000;1482;small
244;4326;9.900000;1308;small
245;4667;9.900000;1444;small
246;4511;9.900000;1447;small
247;3478;9.900000;1275;small
248;4006;9.900000;1325;small
249;3985;9.900000;1750;small
250;4600;9.900000;1540;small
251;4253;9.900000;1239;small
252;3976;9.900000;1583;small
253;4709;9.900000;1301;small
254;1703;9.900000;578;small
255;2911;9.900000;741;small
256;2825;9.900000;732;small
257;2869;9.900000;799;small
258;2634;9.900000;1032;small
259;2653;9.900000;1139;small
260;2702;9.900000;1041;small
261;2732;9.900000;891;small
262;2702;9.900000;927;small
263;2672;9.900000;1209;small
264;2644;9.900000;864;small
265;2915;9.900000;851;small
266;2886;9.900000;847;small
267;2933;9.900000;892;small
268;2892;9.900000;943;small
269;2871;9.900000;996;small
270;4862;9.900000;1024;small
271;2874;9.900000;1081;small
272;796;9.900000;1393;small
273;4345;9.900000;1961;small
274;1463;9.900000;843;small
275;1414;9.900000;887;small
276;2657;9.900000;1064;small
277;3897;9.900000;1090;small
278;4658;9.900000;1268;small
279;1016;9.900000;1428;small
280;1166;9.900000;1473;small
281;4363;9.900000;1851;small
282;3197;9.900000;1149;small
283;3636;9.900000;815;small
284;5424;9.900000;1588;small
285;2774;9.900000;166;small
286;884;9.900000;289;small
287;2269;9.900000;2034;small
288;5090;9.900000;240;small
289;724;9.900000;1552;small
290;4258;9.900000;351;small
291;553;9.900000;1090;small
292;2816;9.900000;1949;small
293;3437;9.900000;1499;small
294;5033;9.900000;1441;small
295;2573;9.900000;1304;small
296;5581;9.900000;1236;small
297;3178;9.900000;183;small
298;4570;9.900000;223;small
299;4924;9.900000;1858;small
300;2222;9.900000;425;small
301;5217;9.900000;640;small
302;2537;9.900000;511;small
303;989;9.900000;1996;small
304;4466;9.900000;2013;small
305;4743;9.900000;1030;small
306;114;9.900000;395;small
307;4967;9.900000;178;small
308;91;9.900000;1963;small
309;305;9.900000;154;small
310;3819;9.900000;1879;small
311;4555;9.900000;643;small
312;3578;9.900000;196;small
313;699;9.900000;363;small
314;480;9.900000;1319;small
315;2445;9.900000;1734;small
316;3141;9.900000;1457;small
317;5400;9.900000;1221;small
318;1524;9.900000;86;small
319;4438;9.900000;352;small
320;221;9.900000;354;small
321;3986;9.900000;786;small
